DATA;FORNECEDOR;DESTINO;ESTADO/MUNICIPIO;TIPO;QUANTIDADE;VALOR;DESTINATARIO;UF;DATA DE ENTREGA
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;CURACA - Secretaria Municipal de Saúde ;BA;07/08/2020
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;ENTRE RIOS - Secretaria Municipal de Saúde ;BA;07/08/2020
24/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;10;R$ 600.000,00;ITABUNA - Secretaria Municipal de Saúde ;BA;07/08/2020
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;10;R$ 200.000,00;ITABUNA - Secretaria Municipal de Saúde ;BA;07/08/2020
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;ITATIM - Secretaria Municipal de Saúde ;BA;07/08/2020
24/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;JAGUARARI - Secretaria Municipal de Saúde ;BA;07/08/2020
24/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;3;R$ 180.000,00;LAJE - Secretaria Municipal de Saúde ;BA;07/08/2020
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;LAJE - Secretaria Municipal de Saúde ;BA;07/08/2020
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;MATA DE SÃO JOAO - Secretaria Municipal de Saúde ;BA;07/08/2020
24/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;POJUCA - Secretaria Municipal de Saúde ;BA;07/08/2020
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;POJUCA - Secretaria Municipal de Saúde ;BA;07/08/2020
24/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;QUIJINGUE - Secretaria Municipal de Saúde ;BA;07/08/2020
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;QUIJINGUE - Secretaria Municipal de Saúde ;BA;07/08/2020
24/07/2020;VYAIRE;BAHIA;ESTADO;UTI;5;R$ 300.000,00;SALVADOR - Secretaria Estadual de Saúde ;BA;07/08/2020
24/07/2020;KTK;BAHIA;ESTADO;TRANSPORTE;14;R$ 280.000,00;SALVADOR - Secretaria Estadual de Saúde ;BA;07/08/2020
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;3;R$ 60.000,00;SANTALUZ - Secretaria Municipal de Saúde ;BA;07/08/2020
24/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;3;R$ 180.000,00;SENTO SE - Secretaria Municipal de Saúde ;BA;07/08/2020
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SENTO SE - Secretaria Municipal de Saúde ;BA;07/08/2020
24/07/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;VALENTE - Secretaria Municipal de Saúde ;BA;07/08/2020
24/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;VALENTE - Secretaria Municipal de Saúde ;BA;07/08/2020
31/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SMS de Amargosa;BA;08/08/2020
31/07/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Coracao De Maria;BA;08/08/2020
31/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Coracao De Maria;BA;08/08/2020
31/07/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Jandaira;BA;08/08/2020
31/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Jandaira;BA;08/08/2020
31/07/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;6;R$ 360.000,00;SMS de Miguel Calmon;BA;08/08/2020
31/07/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Monte Santo;BA;08/08/2020
31/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;3;R$ 60.000,00;SMS de Monte Santo;BA;08/08/2020
31/07/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Muritiba;BA;08/08/2020
31/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Muritiba;BA;08/08/2020
31/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SMS de Riacho De Sanatana;BA;08/08/2020
31/07/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Umburanas;BA;08/08/2020
31/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Umburanas;BA;08/08/2020
31/07/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Valenca;BA;08/08/2020
31/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Valenca;BA;08/08/2020
31/07/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;5;R$ 300.000,00;SMS de Vitoria Da Conquista;BA;08/08/2020
31/07/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;5;R$ 100.000,00;SMS de Vitoria Da Conquista;BA;08/08/2020
03/08/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;6;R$ 360.000,00;SMS de Euclides Da Cunha;BA;08/08/2020
03/08/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;6;R$ 120.000,00;SMS de Feira De Santana;BA;08/08/2020
09/08/2020;LEISTUNG;BAHIA;ESTADO;UTI;10;R$ 600.000,00;SECRETARIA ESTADUAL DE SAUDE BAHIA ALMOX;BA;14/08/2020
14/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;SMS de Santa Teresinha;BA;18/08/2020
14/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Santa Teresinha;BA;18/08/2020
14/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;SMS de Serra Dourada;BA;18/08/2020
14/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Serra Dourada;BA;18/08/2020
14/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;20;R$ 1.200.000,00;SMS de Juazeiro;BA;18/08/2020
14/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;10;R$ 600.000,00;SMS de Senhor Do Bonfim;BA;18/08/2020
14/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;SMS de Serra Do Ramalho;BA;18/08/2020
14/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Serra Do Ramalho;BA;18/08/2020
14/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;5;R$ 241.450,00;SMS de Feira De Santana;BA;18/08/2020
14/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;5;R$ 300.000,00;SMS de Feira De Santana;BA;18/08/2020
14/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SECRETARIA MUNICIPAL DE SAUDE DE NAZARE;BA;18/08/2020
14/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;10;R$ 600.000,00;SMS de Bom Jesus Da Lapa;BA;18/08/2020
21/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;SMS de Central;BA;25/08/2020
21/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Central;BA;25/08/2020
21/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;SMS de Canapolis;BA;27/08/2020
21/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Canapolis;BA;27/08/2020
21/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Uaua;BA;28/08/2020
21/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SMS de Quixabeira;BA;25/08/2020
21/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SMS de Governador Mangabeira;BA;26/08/2020
21/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Urandi;BA;27/08/2020
21/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;SECR MUN DE SAUDE DE SAO FELIX  BA;BA;26/08/2020
21/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SECRETARIA MUNICIPAL DE SAUDE DE NAZARE;BA;26/08/2020
21/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SMS de Mutuipe;BA;26/08/2020
21/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Araci;BA;25/08/2020
21/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SMS de Araci;BA;25/08/2020
21/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SMS de Ipecaeta;BA;26/08/2020
21/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;3;R$ 144.870,00;SMS de Livramento De Nossa Senhora;BA;27/08/2020
21/08/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;4;R$ 240.000,00;SMS de Livramento De Nossa Senhora;BA;27/08/2020
27/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SMS de Maragogipe;BA;31/08/2020
27/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SMS de Santanopolis;BA;31/08/2020
27/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SMS de Candeal;BA;31/08/2020
27/08/2020;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SMS de Vera Cruz;BA;31/08/2020
27/08/2020;MAGNAMED;BAHIA;MUNICIPIO;UTI;3;R$ 180.000,00;SMS de Vera Cruz;BA;31/08/2020
03/09/2020;MAGNAMED;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Serrolandia;BA;09/09/2020
21/09/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Baianopolis;BA;28/09/2020
21/09/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;SECRETARIA MUNICIPAL DE SAUDE DE NAZARE;BA;28/09/2020
21/09/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Nova Soure;BA;28/09/2020
21/09/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Nova Soure;BA;28/09/2020
08/10/2020;VYAIRE LTV 2200 USA;BAHIA;ESTADO;TRANSPORTE USA;10;R$ 631.259,70;6o Deposito de Suprimento;BA;17/10/2020
08/10/2020;MAGNAMED;BAHIA;MUNICIPIO;UTI;3;R$ 180.000,00;Secretaria Municipal de Saude de Vera Cruz;BA;17/10/2020
08/10/2020;MAGNAMED;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;Secretaria Municipal de Saude de Vera Cruz;BA;17/10/2020
20/11/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;3;R$ 60.000,00;SMS de Vitoria Da Conquista;BA;23/11/2020
20/11/2020;MAGNAMED;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Feira De Santana;BA;23/11/2020
07/12/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Sao Felix Do Coribe;BA;09/12/2020
07/12/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SMS de Coracao De Maria;BA;09/12/2020
07/12/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SMS de Sento Se;BA;09/12/2020
07/12/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SMS de Sento Se;BA;09/12/2020
07/12/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Caetite;BA;09/12/2020
07/12/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Sao Felix Do Coribe;BA;09/12/2020
07/12/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Sitio Do Mato;BA;09/12/2020
08/12/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Tanque Novo;BA;09/12/2020
08/12/2020;LEISTUNG;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Tanque Novo;BA;09/12/2020
12/12/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Cocos;BA;13/12/2020
12/12/2020;LEISTUNG ;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Cocos;BA;13/12/2020
12/12/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Santa Maria Da Vitoria;BA;13/12/2020
12/12/2020;LEISTUNG ;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Santa Maria Da Vitoria;BA;21/12/2020
18/12/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;10;R$ 600.000,00;HOSPITAL GERAL DE VITORIA DA CONQUISTA;BA;21/12/2020
18/12/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Canudos;BA;21/12/2020
18/12/2020;LEISTUNG ;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;HOSPITAL MUNICIPAL GENARIO RABELO DE ALCANTARA;BA;21/12/2020
18/12/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Cansancao;BA;21/12/2020
18/12/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;HOSPITAL MUNICIPAL SENHORA SANTANA;BA;21/12/2020
18/12/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Correntina;BA;21/12/2020
18/12/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;10;R$ 600.000,00;HOSPITAL REGIONAL DA CHAPADA;BA;23/12/2020
18/12/2020;VYAIRE;BAHIA;ESTADO;UTI;60;R$ 3.600.000,00;HOSPITAL ESPANHOL;BA;21/12/2020
18/12/2020;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;HOSPITAL MUNICIPAL DR LAURO JOAQUIM DE ARAUJO;BA;23/12/2020
18/12/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;30;R$ 1.800.000,00;Hospital Geral Ernesto Simoes Filho;BA;23/12/2020
18/12/2020;VYAIRE;BAHIA;MUNICIPIO;UTI;10;R$ 600.000,00;Hospital Regional de Juazeiro;BA;23/12/2020
07/01/2021;MAGNAMED;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00; Hospital Municipal São Geraldo -;BA;10/01/2021
07/01/2021;MAGNAMED;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;Secretaria Municipal de Saúde de Malhada - BA;BA;10/01/2021
22/01/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;HOSPITAL DE CAPIM GROSSO;BA;26/01/2021
22/01/2021;VYAIRE;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;HOSPITAL MUNICIPAL E MATERNIDADE AMALIA;BA;26/01/2021
22/01/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SAMU 192 RIACHO DE SANTANA;BA;26/01/2021
28/01/2021;VYAIRE;BAHIA;ESTADO;UTI;4;R$ 240.000,00;HOSPITAL SANTA ISABEL;BA;01/02/2021
28/01/2021;VYAIRE;BAHIA;ESTADO;UTI;4;R$ 240.000,00;HOSPITAL SANTO ANTONIO;BA;01/02/2021
28/01/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;HOSPITAL SAO JOSE MATERNIDADE SANTA HELE;BA;01/02/2021
28/01/2021;VYAIRE;BAHIA;MUNICIPIO;UTI;10;R$ 600.000,00;HOSPITAL SAO JOSE MATERNIDADE SANTA HELE;BA;01/02/2021
28/01/2021;VYAIRE;BAHIA;MUNICIPIO;UTI;4;R$ 240.000,00;HOSPITAL CALIXTO MIDLEJ FILHO;BA;01/02/2021
28/01/2021;VYAIRE;BAHIA;ESTADO;UTI;2;R$ 120.000,00;HOSPITAL MARTAGAO GESTEIRA;BA;01/02/2021
28/01/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;HOSPITAL NOSSA SENHORA DO BONSUCESSO;BA;01/02/2021
05/02/2021;VYAIRE;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;HOSPITAL MUNICIPAL EDIVAL CARLOS BARRETTO ;BA;08/02/2021
05/02/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Santo Amaro;BA;08/02/2021
05/02/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Matina;BA;10/02/2021
05/02/2021;VYAIRE;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;HOSPITAL MUNICIPAL HERMENEGILDO C DE CASTRO;BA;10/02/2021
05/02/2021;VYAIRE;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;MATERNIDADE MARIA LUIZA DIAS LAUDANO;BA;08/02/2021
05/02/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;HOSPITAL SAO FRANCISCO E SAO VICENTE;BA;09/02/2021
10/02/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00; SMS de Angical ;BA;14/02/2021
10/02/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Carinhanha ;BA;13/02/2021
10/02/2021;VYAIRE ;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;HOSPITAL MUNICIPAL DE CARINHANHA;BA;13/02/2021
18/02/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Paratinga;BA;23/02/2021
18/02/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Igapora;BA;23/02/2021
18/02/2021;VYAIRE;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Igapora;BA;23/02/2021
18/02/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Iuiu;BA;23/02/2021
18/02/2021;VYAIRE;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Iuiu;BA;23/02/2021
18/02/2021;VYAIRE;BAHIA;MUNICIPIO;UTI;5;R$ 300.000,00;SMS de Paulo Afonso;BA;23/02/2021
18/02/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;5;R$ 100.000,00;SMS de Paulo Afonso;BA;23/02/2021
18/02/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Palmas De Monte Alto;BA;23/02/2021
18/02/2021;VYAIRE;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Palmas De Monte Alto;BA;23/02/2021
18/02/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SMS de Seabra;BA;23/02/2021
18/02/2021;VYAIRE;BAHIA;MUNICIPIO;UTI;3;R$ 180.000,00;SMS de Seabra;BA;23/02/2021
18/02/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;5;R$ 100.000,00;SMS de Ilheus;BA;22/02/2021
18/02/2021;VYAIRE;BAHIA;MUNICIPIO;UTI;5;R$ 300.000,00;SMS de Ilheus;BA;22/02/2021
18/02/2021;KTK;BAHIA;ESTADO;TRANSPORTE;15;R$ 300.000,00;SMS de Salvador;BA;22/02/2021
18/02/2021;VYAIRE;BAHIA;ESTADO;UTI;15;R$ 900.000,00;SMS de Salvador;BA;22/02/2021
26/02/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SMS de Canudos;BA;05/03/2021
26/02/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;HOSPITAL GONCALVES MARTINS;BA;05/03/2021
26/02/2021;KTK;BAHIA;ESTADO;TRANSPORTE;3;R$ 60.000,00;HOSPITAL PORTUGUES;BA;02/03/2021
26/02/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;HOSPITAL SAO BERNARDO;BA;05/03/2021
26/02/2021;VYAIRE LTV 2200 USA;BAHIA;ESTADO;TRANSPORTE USA;30;R$ 1.893.779,10;SECRETARIA ESTADUAL DE SAÚDE BAHIA ALMOXARIFADO;BA;02/03/2021
03/03/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;15;R$ 300.000,00;SMS de Porto Seguro ;BA;05/03/2021
04/03/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;3;R$ 60.000,00;SMS de Cruz Das Almas;BA;07/03/2021
04/03/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;5;R$ 100.000,00;SMS de Vera Cruz;BA;08/03/2021
04/03/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;3;R$ 60.000,00;HOSPITAL MUNICIPAL DR ALTINO LEMOS SANTIAGO;BA;09/03/2021
04/03/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;3;R$ 60.000,00;HOSPITAL MUNICIPAL ANTONIO ALVES MASCANHAS;BA;07/03/2021
04/03/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SMS de Coracao De Maria;BA;07/03/2021
04/03/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SECRETARIA MUNICIPAL DE SAUDE DE SANTANA BA;BA;09/03/2021
06/03/2021;LEISTUNG;BAHIA;ESTADO;UTI;30;R$ 1.800.000,00;SES BAHIA;BA;07/03/2021
11/03/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;4;R$ 80.000,00;HOSPITAL COSTA DOS COQUEIROS ;BA;15/03/2021
11/03/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;5;R$ 100.000,00;SMS de Conceição Do Almeida;BA;13/03/2021
11/03/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;3;R$ 60.000,00;SMS de Brumado ;BA;14/03/2021
11/03/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;5;R$ 100.000,00;SMS de Itaparica;BA;13/03/2021
11/03/2021;LIFEMED ;BAHIA;MUNICIPIO;UTI;10;R$ 600.000,00;SES BAHIA;BA;15/03/2021
11/03/2021;KTK;BAHIA;ESTADO;TRANSPORTE;15;R$ 300.000,00;SECRETARIA MUNICIPAL DE SAÚDE DE SALVADOR;BA;15/03/2021
11/03/2021;LIFEMED ;BAHIA;ESTADO;UTI;25;R$ 1.500.000,00;SECRETARIA MUNICIPAL DE SAÚDE DE SALVADOR;BA;15/03/2021
13/03/2021;KTK;BAHIA;ESTADO;TRANSPORTE;15;R$ 300.000,00;HOSPITAL DE CAMPANHA COVID 19 FONTE NOVA ;BA;15/03/2021
13/03/2021;LIFEMED;BAHIA;ESTADO;UTI;10;R$ 600.000,00;HOSPITAL DE CAMPANHA COVID 19 FONTE NOVA ;BA;15/03/2021
13/03/2021;KTK;BAHIA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SMS de Ponto Novo ;BA;16/03/2021
17/03/2021;LIFEMED;BAHIA;MUNICIPIO;UTI;5;R$ 300.000,00;SMS de Santo Antônio De Jesus;BA;19/03/2021
17/03/2021;LIFEMED;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00; SMS de Conceição Do Jacuípe;BA;19/03/2021
17/03/2021;LIFEMED;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Igaporã;BA;20/03/2021
17/03/2021;LIFEMED;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;HOSPITAL MATERNIDADE MARIA EUNICE DULTRA SOARES;BA;19/03/2021
17/03/2021;LIFEMED;BAHIA;MUNICIPIO;UTI;3;R$ 180.000,00;HOSPITAL MARIA MOREIRA LISBOA;BA;22/03/2021
19/03/2021;HORTRON ;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Ibicui ;BA;23/03/2021
19/03/2021;HORTRON ;BAHIA;MUNICIPIO;UTI;3;R$ 180.000,00;SMS de Pindaí ;BA;23/03/2021
16/04/2021;LIFEMED ;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;HOSPITAL DE CASTRO ALVES;BA;20/04/2021
16/04/2021;LIFEMED ;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;HOSPITAL MUNICIPAL DR JOSE MARIA DE MAGA;BA;20/04/2021
16/04/2021;LIFEMED ;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;HOSPITAL MUNICIPAL DE IRAMAIA;BA;20/04/2021
16/04/2021;LIFEMED ;BAHIA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Luis Eduardo Magalhaes;BA;20/04/2021
16/04/2021;LIFEMED ;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;HOSPITAL MUNICIPAL FELINTO DA SILVEIRA MAIA;BA;20/04/2021
16/04/2021;LIFEMED ;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Anguera;BA;20/04/2021
16/04/2021;LIFEMED ;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;CENTRO DE SAUDE DR WALDIR PIRES;BA;20/04/2021
16/04/2021;LIFEMED ;BAHIA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Serra Preta;BA;20/04/2021
10/04/2020;MAGNAMED/REQUISIÇÃO;CEARA;ESTADO ;UTI;30;R$ 1.800.000,00;Hospital Dr. Carlos Alberto Studart Gomes;CE;10/04/2020
18/04/2020;MAGNAMED;CEARA;ESTADO ;TRANSPORTE;15;R$ 724.350,00;Hospital Dr. Carlos Alberto Studart Gomes;CE;18/04/2020
01/05/2020;LEISTUNG;CEARA;ESTADO;UTI;20;R$ 1.200.000,00;Secretaria  Estadual de Saúde;CE;02/05/2020
01/05/2020;MAGNAMED;CEARA;ESTADO ;TRANSPORTE;10;R$ 482.900,00;Secretaria  Estadual de Saúde;CE;02/05/2020
08/06/2020;LEISTUNG;CEARA;MUNICIPIO;UTI;4;R$ 240.000,00;Secretaria Municipal de Saúde (Icó);CE;10/06/2020
08/06/2020;LEISTUNG;CEARA;MUNICIPIO;UTI;4;R$ 240.000,00; Secretaria Municipal de Saúde (Pacajus);CE;10/06/2020
08/06/2020;WEG;CEARA;MUNICIPIO;UTI;2;R$ 120.000,00;Secretaria Municipal de Saúde (Aracoiaba);CE;10/06/2020
